ARO Accession,AMR Gene Family,Drug Class,Resistance Mechanism
ARO:3006256,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006257,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006258,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006259,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006260,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006261,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006262,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006263,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006264,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3001830,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006265,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006266,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006267,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006268,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006269,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006270,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006271,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006272,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006273,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3001831,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006274,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006275,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006276,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006277,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006278,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007958,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007959,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3006279,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007960,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007961,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3001826,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007962,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007963,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007964,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007965,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007966,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007967,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007968,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007969,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007970,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007971,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3007972,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
ARO:3003847,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003855,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006280,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006281,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006282,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006283,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006284,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006285,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006286,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006287,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006288,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3004615,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006289,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006290,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006291,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006292,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006293,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006294,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006295,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006296,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003856,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006297,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006298,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006299,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006300,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006301,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006302,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006303,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006304,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003857,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006305,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006306,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006307,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006308,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006309,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006310,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006311,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006312,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006313,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006314,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003858,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006315,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006316,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006317,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006318,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006319,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006320,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006321,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006322,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006323,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003859,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006324,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006325,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006326,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006327,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006328,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006329,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006330,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006331,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006332,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3005037,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003860,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006333,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006334,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006335,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006336,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006337,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006338,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006339,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006340,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006341,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003861,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006342,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006343,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006344,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006345,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006346,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006347,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006348,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006349,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006350,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006351,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003862,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006352,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3005244,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3005245,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3005246,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006353,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006354,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006355,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006356,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006357,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006358,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003863,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006359,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006360,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006361,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006362,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006363,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006364,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006365,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006366,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006367,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006368,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003848,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3003864,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006369,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006370,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006371,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006372,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006373,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006374,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006375,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006376,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
ARO:3006377,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation
